lens_type,stage,store_location,inventory_available,elapsed_hours,sla_hours,days_in_current_stage,breached
Bifocal,Order Placed,Mumbai,1,13,48,1,0
Progressive,Production,Kolkata,1,64,72,0,0
Progressive,Packed,Delhi,1,91,72,1,1
Progressive,Production,Delhi,1,98,72,3,1
Progressive,Order Placed,Delhi,1,84,72,2,1
Progressive,Order Placed,Bangalore,0,88,72,3,1
Single Vision,Shipped,Kolkata,1,61,24,2,0
Bifocal,Lens Allocated,Kolkata,0,41,48,4,1
Progressive,Lens Allocated,Kolkata,0,84,72,5,1
Progressive,Lens Allocated,Kolkata,0,80,72,4,1
Single Vision,Lens Allocated,Kolkata,0,14,24,1,0
Progressive,Prescription Verified,Mumbai,1,33,72,3,0
Single Vision,Shipped,Delhi,1,49,24,5,1
Single Vision,Prescription Verified,Durgapur,1,83,24,2,0
Single Vision,Packed,Delhi,0,32,24,2,0
Progressive,QC,Durgapur,1,86,72,3,1
Bifocal,Order Placed,Kolkata,0,71,48,2,1
Bifocal,Prescription Verified,Bangalore,0,63,48,4,1
Progressive,Production,Bangalore,0,32,72,1,1
Progressive,QC,Delhi,1,63,72,5,0
Bifocal,Prescription Verified,Mumbai,0,40,48,2,0
Progressive,Shipped,Bangalore,0,53,72,2,0
Single Vision,Packed,Kolkata,1,73,24,5,1
Progressive,Packed,Delhi,0,16,72,3,1
Single Vision,Packed,Delhi,0,6,24,3,0
Single Vision,Order Placed,Mumbai,0,4,24,0,0
Progressive,Lens Allocated,Delhi,0,81,72,4,1
Single Vision,Prescription Verified,Delhi,0,73,24,4,1
Single Vision,Order Placed,Durgapur,0,72,24,2,1
Bifocal,Packed,Bangalore,1,18,48,4,0
Single Vision,Packed,Kolkata,1,39,24,4,1
Progressive,Lens Allocated,Durgapur,0,6,72,2,1
Bifocal,Production,Mumbai,1,33,48,2,0
Progressive,Packed,Delhi,1,17,72,4,0
Bifocal,Lens Allocated,Mumbai,1,40,48,4,1
Progressive,QC,Mumbai,1,85,72,1,1
Progressive,Order Placed,Mumbai,0,6,72,1,1
Single Vision,Shipped,Delhi,0,92,24,0,1
Single Vision,Order Placed,Mumbai,1,47,24,1,0
Bifocal,QC,Bangalore,0,100,48,1,1
Progressive,Production,Mumbai,0,3,72,5,1
Single Vision,Order Placed,Mumbai,1,69,24,4,1
Single Vision,Order Placed,Durgapur,1,40,24,5,1
Single Vision,Prescription Verified,Mumbai,1,17,24,3,0
Progressive,Prescription Verified,Bangalore,1,65,72,3,1
Bifocal,Packed,Kolkata,1,26,48,5,0
Bifocal,Lens Allocated,Durgapur,1,68,48,4,1
Bifocal,Lens Allocated,Delhi,1,67,48,0,0
Single Vision,Lens Allocated,Bangalore,1,27,24,3,1
Single Vision,Prescription Verified,Delhi,1,21,24,4,1
Bifocal,Lens Allocated,Durgapur,0,81,48,0,1
Bifocal,Lens Allocated,Delhi,1,77,48,2,1
Single Vision,QC,Bangalore,1,37,24,2,1
Progressive,Order Placed,Bangalore,1,86,72,1,1
Bifocal,Packed,Kolkata,0,84,48,2,1
Progressive,Shipped,Bangalore,0,34,72,4,1
Single Vision,Packed,Durgapur,1,47,24,1,0
Bifocal,Order Placed,Kolkata,1,35,48,3,0
Bifocal,QC,Bangalore,0,93,48,0,1
Single Vision,Order Placed,Durgapur,1,33,24,3,1
Bifocal,Prescription Verified,Delhi,0,57,48,2,1
Single Vision,Production,Mumbai,0,18,24,2,1
Progressive,Order Placed,Bangalore,0,45,72,3,1
Progressive,Order Placed,Bangalore,1,64,72,1,1
Single Vision,Packed,Mumbai,0,83,24,2,1
Bifocal,Packed,Durgapur,1,79,48,2,0
Single Vision,Production,Durgapur,0,12,24,4,1
Bifocal,QC,Mumbai,1,71,48,0,1
Progressive,Prescription Verified,Mumbai,0,73,72,4,1
Single Vision,Order Placed,Delhi,1,14,24,1,0
Bifocal,Prescription Verified,Delhi,0,15,48,0,0
Bifocal,Shipped,Bangalore,1,43,48,0,0
Single Vision,Shipped,Durgapur,0,73,24,0,1
Single Vision,Prescription Verified,Mumbai,1,1,24,5,0
Single Vision,QC,Bangalore,0,45,24,4,1
Bifocal,Order Placed,Delhi,0,7,48,4,1
Bifocal,Prescription Verified,Delhi,0,52,48,1,0
Progressive,Prescription Verified,Mumbai,0,97,72,1,1
Single Vision,Order Placed,Kolkata,0,4,24,4,1
Bifocal,Order Placed,Delhi,1,51,48,1,0
Bifocal,Production,Bangalore,0,27,48,0,1
Progressive,Production,Delhi,1,60,72,0,1
Single Vision,Lens Allocated,Kolkata,1,35,24,2,0
Progressive,Packed,Bangalore,1,70,72,2,1
Progressive,Prescription Verified,Bangalore,1,50,72,3,1
Progressive,Production,Kolkata,0,70,72,4,1
Single Vision,Order Placed,Mumbai,1,5,24,1,0
Bifocal,Packed,Durgapur,1,94,48,0,0
Progressive,Shipped,Mumbai,0,26,72,3,1
Bifocal,Lens Allocated,Durgapur,0,32,48,3,1
Single Vision,Shipped,Kolkata,1,90,24,0,0
Single Vision,Prescription Verified,Durgapur,0,48,24,3,1
Progressive,Order Placed,Mumbai,0,20,72,3,1
Single Vision,Order Placed,Kolkata,0,27,24,3,1
Bifocal,Prescription Verified,Bangalore,1,12,48,3,0
Single Vision,Order Placed,Kolkata,0,94,24,0,1
Single Vision,QC,Kolkata,0,36,24,2,1
Single Vision,Prescription Verified,Delhi,0,85,24,3,1
Progressive,Lens Allocated,Kolkata,0,54,72,2,1
Single Vision,Shipped,Bangalore,0,45,24,1,1
Progressive,Shipped,Kolkata,0,54,72,4,0
Progressive,Shipped,Bangalore,0,95,72,4,1
Single Vision,Prescription Verified,Mumbai,0,46,24,4,1
Progressive,Order Placed,Mumbai,1,22,72,3,0
Single Vision,Order Placed,Durgapur,1,23,24,4,1
Single Vision,Prescription Verified,Mumbai,1,81,24,2,0
Bifocal,Lens Allocated,Durgapur,0,99,48,4,1
Single Vision,Shipped,Durgapur,0,93,24,0,1
Bifocal,Order Placed,Bangalore,0,92,48,2,1
Single Vision,Packed,Bangalore,0,21,24,2,1
Single Vision,QC,Bangalore,1,66,24,1,1
Progressive,Order Placed,Bangalore,0,6,72,1,1
Bifocal,Order Placed,Bangalore,0,2,48,0,0
Bifocal,Order Placed,Bangalore,0,63,48,4,1
Single Vision,Shipped,Bangalore,1,17,24,0,0
Progressive,Shipped,Kolkata,0,11,72,1,1
Single Vision,Lens Allocated,Bangalore,0,78,24,2,1
Bifocal,Production,Mumbai,0,99,48,2,1
Progressive,Packed,Delhi,1,9,72,3,0
Bifocal,Shipped,Durgapur,1,26,48,2,0
Bifocal,Lens Allocated,Kolkata,1,49,48,1,0
Bifocal,Prescription Verified,Durgapur,0,77,48,2,1
Bifocal,Order Placed,Delhi,1,74,48,1,0
Bifocal,Lens Allocated,Bangalore,0,8,48,0,0
Single Vision,Order Placed,Kolkata,1,50,24,4,1
Single Vision,Prescription Verified,Durgapur,1,90,24,2,0
Progressive,Order Placed,Mumbai,1,36,72,3,0
Bifocal,Prescription Verified,Delhi,1,4,48,1,0
Bifocal,Prescription Verified,Bangalore,0,8,48,5,1
Bifocal,Lens Allocated,Kolkata,1,63,48,1,0
Progressive,Production,Kolkata,0,90,72,5,1
Progressive,Prescription Verified,Mumbai,1,11,72,0,0
Single Vision,Prescription Verified,Bangalore,1,19,24,5,0
Progressive,QC,Mumbai,1,59,72,0,1
Single Vision,Lens Allocated,Delhi,0,42,24,2,1
Single Vision,Packed,Delhi,1,85,24,4,1
Progressive,Shipped,Durgapur,0,50,72,0,1
Bifocal,QC,Delhi,1,47,48,3,1
Bifocal,Order Placed,Delhi,0,67,48,0,1
Progressive,Packed,Durgapur,0,50,72,1,1
Progressive,QC,Kolkata,1,81,72,0,1
Single Vision,Lens Allocated,Bangalore,0,28,24,5,1
Bifocal,Lens Allocated,Mumbai,0,94,48,1,1
Progressive,Lens Allocated,Kolkata,1,39,72,3,0
Progressive,Shipped,Kolkata,0,66,72,3,1
Progressive,Order Placed,Durgapur,0,44,72,5,1
Single Vision,Production,Kolkata,0,79,24,4,1
Progressive,Packed,Bangalore,1,37,72,5,0
Progressive,Packed,Bangalore,1,11,72,4,0
Single Vision,QC,Delhi,1,93,24,2,1
Single Vision,Prescription Verified,Kolkata,1,3,24,2,0
Progressive,Shipped,Delhi,1,9,72,2,0
Bifocal,Order Placed,Kolkata,0,34,48,0,1
Bifocal,Prescription Verified,Delhi,0,77,48,5,1
Progressive,Shipped,Mumbai,0,47,72,3,1
Bifocal,Prescription Verified,Durgapur,0,83,48,2,1
Progressive,Prescription Verified,Mumbai,0,6,72,4,1
Single Vision,QC,Delhi,0,76,24,4,1
Single Vision,QC,Delhi,0,63,24,4,1
Bifocal,Shipped,Delhi,1,77,48,3,1
Bifocal,Prescription Verified,Bangalore,1,67,48,5,1
Bifocal,Prescription Verified,Mumbai,0,51,48,1,1
Bifocal,Order Placed,Kolkata,1,27,48,5,1
Single Vision,Lens Allocated,Mumbai,0,55,24,1,1
Bifocal,Production,Delhi,1,67,48,4,0
Bifocal,Production,Kolkata,0,50,48,0,1
Single Vision,Order Placed,Bangalore,0,59,24,2,1
Bifocal,Order Placed,Kolkata,0,96,48,1,1
Single Vision,Shipped,Mumbai,0,39,24,4,1
Bifocal,Packed,Durgapur,0,18,48,1,0
Progressive,Production,Durgapur,1,23,72,0,0
Single Vision,Packed,Delhi,0,15,24,2,1
Single Vision,Packed,Delhi,0,68,24,5,1
Single Vision,Order Placed,Durgapur,1,73,24,0,0
Progressive,Packed,Delhi,1,13,72,3,0
Single Vision,Production,Kolkata,0,51,24,5,1
Bifocal,Production,Kolkata,1,82,48,3,1
Single Vision,Packed,Mumbai,0,98,24,1,1
Progressive,Order Placed,Kolkata,1,44,72,2,0
Single Vision,Order Placed,Delhi,1,19,24,0,0
Single Vision,Production,Kolkata,0,54,24,0,1
Bifocal,Order Placed,Mumbai,0,75,48,2,1
Progressive,QC,Mumbai,1,66,72,0,1
Progressive,Order Placed,Mumbai,1,38,72,3,0
Single Vision,Prescription Verified,Durgapur,0,33,24,0,0
Single Vision,Prescription Verified,Durgapur,0,76,24,2,1
Single Vision,Prescription Verified,Durgapur,0,23,24,5,1
Progressive,Shipped,Bangalore,0,59,72,1,1
Bifocal,Packed,Bangalore,1,67,48,5,0
Single Vision,Lens Allocated,Bangalore,1,67,24,3,1
Progressive,Lens Allocated,Delhi,0,23,72,1,1
Bifocal,Production,Mumbai,1,43,48,2,1
Progressive,Shipped,Bangalore,0,43,72,3,0
Bifocal,Packed,Kolkata,1,54,48,2,0
Progressive,QC,Mumbai,1,95,72,1,1
Bifocal,Order Placed,Delhi,0,67,48,1,1
Bifocal,Packed,Bangalore,1,11,48,5,0
Progressive,Packed,Bangalore,0,20,72,5,0
Progressive,Production,Bangalore,0,86,72,4,0
Single Vision,Order Placed,Bangalore,1,38,24,2,0
Single Vision,Production,Mumbai,0,91,24,2,0
Single Vision,Packed,Delhi,0,33,24,5,1
Bifocal,Lens Allocated,Mumbai,1,81,48,0,0
Progressive,Packed,Mumbai,1,21,72,1,0
Progressive,Lens Allocated,Durgapur,0,55,72,0,1
Progressive,QC,Durgapur,0,4,72,1,1
Single Vision,Lens Allocated,Bangalore,1,33,24,2,0
Single Vision,Lens Allocated,Mumbai,1,16,24,2,0
Single Vision,Packed,Bangalore,1,94,24,3,1
Single Vision,Lens Allocated,Bangalore,0,70,24,4,1
Single Vision,Lens Allocated,Durgapur,0,52,24,2,1
Single Vision,QC,Bangalore,0,79,24,4,1
Progressive,Order Placed,Bangalore,1,5,72,4,0
Progressive,QC,Bangalore,0,55,72,0,1
Bifocal,Prescription Verified,Kolkata,1,3,48,4,0
Single Vision,Prescription Verified,Mumbai,1,67,24,4,1
Bifocal,Lens Allocated,Mumbai,1,48,48,0,0
Progressive,Lens Allocated,Mumbai,0,100,72,4,1
Progressive,QC,Kolkata,0,26,72,4,0
Single Vision,Shipped,Kolkata,0,66,24,3,1
Progressive,Shipped,Kolkata,1,46,72,3,1
Single Vision,QC,Kolkata,0,63,24,5,1
Single Vision,QC,Mumbai,0,71,24,4,1
Single Vision,Production,Delhi,1,35,24,2,1
Bifocal,Prescription Verified,Durgapur,1,96,48,0,0
Single Vision,QC,Bangalore,1,23,24,4,0
Bifocal,Packed,Durgapur,0,28,48,4,1
Single Vision,Shipped,Mumbai,1,6,24,4,0
Bifocal,Production,Delhi,0,99,48,5,1
Single Vision,Packed,Durgapur,1,31,24,5,0
Progressive,Shipped,Kolkata,0,88,72,1,1
Progressive,Production,Bangalore,0,29,72,2,1
Progressive,Prescription Verified,Mumbai,1,30,72,5,0
Progressive,Prescription Verified,Durgapur,1,76,72,1,1
Single Vision,Lens Allocated,Delhi,1,56,24,1,0
Progressive,Prescription Verified,Kolkata,1,36,72,1,0
Bifocal,Shipped,Kolkata,1,71,48,5,1
Progressive,Shipped,Bangalore,0,97,72,3,1
Single Vision,Shipped,Bangalore,1,6,24,0,0
Single Vision,Production,Durgapur,0,58,24,3,1
Bifocal,QC,Bangalore,1,21,48,3,0
Single Vision,Prescription Verified,Kolkata,0,97,24,4,1
Single Vision,Packed,Bangalore,0,19,24,3,1
Bifocal,QC,Durgapur,0,14,48,1,1
Bifocal,Packed,Kolkata,1,84,48,3,0
Progressive,Packed,Delhi,1,93,72,0,1
Progressive,Production,Durgapur,1,7,72,1,0
Progressive,Shipped,Delhi,1,85,72,5,1
Progressive,Production,Durgapur,0,6,72,4,1
Bifocal,Production,Mumbai,0,23,48,0,0
Bifocal,Production,Durgapur,1,89,48,0,0
Bifocal,Order Placed,Durgapur,0,27,48,5,1
Bifocal,Shipped,Durgapur,1,62,48,5,1
Single Vision,Production,Mumbai,1,96,24,1,1
Progressive,QC,Delhi,0,93,72,5,1
Single Vision,Order Placed,Bangalore,1,94,24,2,0
Progressive,Order Placed,Mumbai,1,56,72,0,1
Progressive,Order Placed,Delhi,1,44,72,4,1
Single Vision,Packed,Durgapur,0,52,24,4,1
Bifocal,Order Placed,Durgapur,1,63,48,1,0
Single Vision,Packed,Bangalore,1,92,24,5,1
Progressive,Packed,Delhi,0,57,72,0,1
Single Vision,Shipped,Kolkata,1,36,24,2,0
Single Vision,Lens Allocated,Durgapur,0,16,24,3,1
Bifocal,Packed,Delhi,0,65,48,5,1
Bifocal,Packed,Delhi,1,19,48,4,0
Single Vision,Order Placed,Durgapur,1,49,24,0,0
Progressive,Packed,Bangalore,1,38,72,3,0
Single Vision,Packed,Kolkata,0,73,24,5,1
Progressive,Production,Mumbai,0,91,72,0,1
Single Vision,Shipped,Durgapur,0,13,24,1,1
Bifocal,QC,Mumbai,0,21,48,1,1
Bifocal,Prescription Verified,Mumbai,1,48,48,2,0
Bifocal,Order Placed,Mumbai,1,5,48,4,0
Single Vision,Production,Bangalore,1,72,24,2,1
Single Vision,Packed,Delhi,1,93,24,4,1
Bifocal,Order Placed,Durgapur,1,93,48,0,0
Progressive,Production,Delhi,1,38,72,3,0
Progressive,Order Placed,Durgapur,0,51,72,0,1
Single Vision,Shipped,Delhi,1,1,24,3,0
Progressive,Lens Allocated,Mumbai,1,34,72,2,0
Single Vision,Production,Kolkata,0,11,24,2,1
Bifocal,Production,Mumbai,1,79,48,3,1
Bifocal,Production,Durgapur,1,53,48,5,1
Single Vision,Prescription Verified,Kolkata,0,27,24,0,1
Progressive,Shipped,Mumbai,1,36,72,2,0
Progressive,Lens Allocated,Kolkata,0,6,72,0,1
Single Vision,Prescription Verified,Delhi,1,24,24,1,0
Progressive,Shipped,Durgapur,1,39,72,5,0
Bifocal,Prescription Verified,Kolkata,1,21,48,4,0
Single Vision,Order Placed,Delhi,0,50,24,2,0
Bifocal,Order Placed,Durgapur,1,8,48,3,0
Single Vision,QC,Delhi,0,42,24,2,1
Bifocal,Shipped,Kolkata,0,81,48,4,1
Single Vision,Production,Delhi,1,49,24,4,1
Progressive,Lens Allocated,Bangalore,1,74,72,0,1
Single Vision,Prescription Verified,Bangalore,0,11,24,3,1
Progressive,Lens Allocated,Bangalore,0,92,72,0,1
Progressive,Packed,Kolkata,0,10,72,1,0
Single Vision,Production,Durgapur,1,63,24,2,1
Bifocal,Production,Bangalore,1,80,48,0,1
Bifocal,Lens Allocated,Delhi,1,78,48,4,0
Single Vision,Shipped,Bangalore,1,73,24,3,1
Single Vision,Lens Allocated,Mumbai,1,75,24,3,1
Progressive,Prescription Verified,Kolkata,0,27,72,4,1
Single Vision,Production,Durgapur,0,29,24,2,0
Bifocal,Prescription Verified,Durgapur,1,66,48,0,0
Progressive,Packed,Mumbai,0,55,72,0,1
Single Vision,Shipped,Delhi,0,10,24,0,0
Single Vision,Prescription Verified,Delhi,1,96,24,1,0
Bifocal,Production,Bangalore,1,62,48,1,1
Single Vision,QC,Durgapur,0,8,24,2,1
Progressive,Production,Delhi,0,68,72,3,1
Progressive,Lens Allocated,Kolkata,0,14,72,4,1
Bifocal,Prescription Verified,Delhi,0,2,48,5,1
Single Vision,Lens Allocated,Delhi,0,90,24,3,1
Progressive,Order Placed,Kolkata,1,45,72,5,1
Single Vision,Packed,Kolkata,1,85,24,3,1
Single Vision,QC,Durgapur,1,87,24,3,1
Progressive,QC,Bangalore,0,44,72,2,0
Bifocal,Order Placed,Bangalore,0,89,48,4,1
Progressive,QC,Bangalore,0,11,72,0,1
Bifocal,QC,Durgapur,1,73,48,3,1
Bifocal,Prescription Verified,Mumbai,1,78,48,1,0
Single Vision,Lens Allocated,Mumbai,1,22,24,0,0
Progressive,QC,Durgapur,0,47,72,0,1
Progressive,Packed,Mumbai,0,34,72,2,1
Bifocal,Order Placed,Bangalore,1,65,48,1,0
Single Vision,Shipped,Delhi,1,31,24,3,1
Bifocal,Production,Durgapur,0,86,48,5,1
Progressive,Packed,Kolkata,1,2,72,0,0
Single Vision,QC,Kolkata,1,39,24,4,1
Progressive,Lens Allocated,Durgapur,1,2,72,0,0
Progressive,Production,Kolkata,1,94,72,2,1
Single Vision,Packed,Durgapur,1,30,24,4,0
Single Vision,QC,Bangalore,0,40,24,1,1
Progressive,Production,Bangalore,1,39,72,5,0
Single Vision,Order Placed,Kolkata,1,56,24,1,0
Progressive,Shipped,Durgapur,0,84,72,2,0
Bifocal,Order Placed,Delhi,0,5,48,1,0
Progressive,Shipped,Kolkata,0,30,72,1,0
Bifocal,Packed,Mumbai,0,22,48,5,1
Progressive,Order Placed,Bangalore,1,27,72,1,0
Progressive,Prescription Verified,Delhi,1,97,72,1,1
Single Vision,Production,Mumbai,0,61,24,1,1
Bifocal,Order Placed,Durgapur,0,61,48,2,1
Single Vision,Prescription Verified,Mumbai,0,15,24,2,1
Bifocal,Production,Delhi,0,43,48,1,1
Bifocal,Shipped,Kolkata,1,68,48,4,1
Bifocal,Production,Mumbai,1,55,48,2,1
Progressive,Production,Kolkata,1,12,72,3,0
Bifocal,Production,Mumbai,1,71,48,1,1
Single Vision,Lens Allocated,Kolkata,1,36,24,0,0
Progressive,Shipped,Delhi,0,8,72,5,1
Single Vision,Lens Allocated,Mumbai,1,65,24,5,1
Progressive,Lens Allocated,Bangalore,0,41,72,5,1
Progressive,QC,Durgapur,1,16,72,0,0
Progressive,Lens Allocated,Kolkata,0,21,72,0,0
Single Vision,Packed,Kolkata,0,73,24,0,1
Single Vision,Lens Allocated,Kolkata,0,68,24,3,1
Progressive,Production,Durgapur,0,81,72,1,1
Bifocal,Order Placed,Durgapur,0,58,48,3,1
Progressive,Packed,Delhi,1,34,72,5,0
Bifocal,Production,Durgapur,1,15,48,2,1
Progressive,Prescription Verified,Kolkata,1,25,72,4,0
Bifocal,Prescription Verified,Durgapur,0,40,48,2,1
Bifocal,Prescription Verified,Kolkata,1,55,48,2,0
Single Vision,Prescription Verified,Delhi,1,75,24,5,1
Single Vision,Lens Allocated,Kolkata,0,38,24,0,0
Bifocal,QC,Durgapur,0,12,48,2,1
Bifocal,QC,Delhi,0,64,48,3,1
Progressive,Shipped,Delhi,1,96,72,1,1
Progressive,Lens Allocated,Delhi,0,28,72,0,0
Bifocal,Shipped,Durgapur,1,45,48,1,1
Bifocal,Packed,Delhi,0,44,48,1,1
Single Vision,Production,Kolkata,0,26,24,3,1
Progressive,QC,Delhi,1,52,72,0,1
Single Vision,Lens Allocated,Durgapur,1,44,24,1,0
Bifocal,Prescription Verified,Bangalore,0,53,48,1,0
Bifocal,Packed,Bangalore,0,35,48,5,1
Progressive,Packed,Delhi,1,28,72,5,0
Progressive,Packed,Delhi,0,79,72,3,0
Single Vision,QC,Bangalore,1,44,24,1,1
Single Vision,Lens Allocated,Durgapur,0,33,24,1,1
Single Vision,QC,Kolkata,1,71,24,1,1
Single Vision,Order Placed,Kolkata,0,25,24,2,1
Single Vision,Packed,Durgapur,1,13,24,3,0
Bifocal,Shipped,Kolkata,0,43,48,1,1
Bifocal,Order Placed,Bangalore,0,64,48,1,1
Progressive,Lens Allocated,Kolkata,0,13,72,2,1
Bifocal,Order Placed,Kolkata,0,20,48,0,0
Bifocal,Production,Delhi,1,81,48,0,1
Progressive,Production,Durgapur,1,32,72,3,0
Bifocal,Shipped,Kolkata,1,39,48,3,1
Progressive,Production,Delhi,1,24,72,2,0
Bifocal,Packed,Durgapur,1,23,48,2,0
Progressive,Production,Kolkata,1,70,72,3,1
Bifocal,Production,Bangalore,1,71,48,4,1
Single Vision,Order Placed,Kolkata,1,26,24,5,1
Single Vision,Packed,Delhi,0,79,24,0,1
Progressive,Packed,Delhi,0,45,72,1,1
Progressive,Production,Kolkata,0,84,72,1,1
Single Vision,Prescription Verified,Mumbai,1,32,24,2,0
Progressive,Shipped,Mumbai,0,49,72,5,1
Bifocal,QC,Durgapur,1,19,48,0,0
Progressive,Shipped,Bangalore,1,51,72,2,0
Progressive,Production,Bangalore,1,12,72,4,0
Single Vision,Prescription Verified,Bangalore,0,5,24,0,1
Single Vision,Production,Kolkata,0,76,24,3,1
Single Vision,Order Placed,Bangalore,1,35,24,3,1
Progressive,Lens Allocated,Bangalore,1,35,72,4,0
Bifocal,Production,Durgapur,1,14,48,1,0
Progressive,Order Placed,Kolkata,1,26,72,3,0
Single Vision,Prescription Verified,Durgapur,0,93,24,0,1
Progressive,Order Placed,Delhi,0,26,72,0,0
Bifocal,Prescription Verified,Bangalore,0,86,48,5,1
Progressive,Shipped,Kolkata,0,83,72,0,1
Single Vision,Order Placed,Durgapur,1,41,24,2,0
Progressive,Production,Mumbai,1,99,72,5,1
Bifocal,Prescription Verified,Kolkata,0,97,48,2,1
Progressive,Lens Allocated,Bangalore,0,28,72,3,1
Bifocal,Production,Mumbai,1,43,48,0,1
Progressive,Order Placed,Kolkata,1,11,72,3,1
Progressive,QC,Durgapur,0,95,72,3,1
Single Vision,Prescription Verified,Delhi,1,55,24,3,1
Single Vision,Prescription Verified,Durgapur,0,88,24,3,1
Progressive,Production,Durgapur,0,59,72,3,0
Progressive,Lens Allocated,Delhi,1,95,72,1,1
Progressive,QC,Kolkata,1,67,72,4,1
Progressive,Prescription Verified,Bangalore,1,67,72,2,1
Progressive,Order Placed,Durgapur,1,18,72,3,0
Progressive,QC,Bangalore,1,32,72,3,1
Single Vision,QC,Bangalore,1,10,24,0,1
Progressive,Shipped,Kolkata,0,62,72,4,1
Bifocal,Production,Kolkata,1,75,48,1,1
Progressive,Prescription Verified,Mumbai,1,18,72,2,0
Single Vision,Packed,Kolkata,1,41,24,0,0
Single Vision,Order Placed,Bangalore,1,93,24,2,0
Progressive,Shipped,Mumbai,0,27,72,0,1
Progressive,Shipped,Kolkata,1,10,72,1,0
Single Vision,Packed,Bangalore,1,82,24,1,0
Bifocal,Lens Allocated,Delhi,0,99,48,1,1
Progressive,QC,Kolkata,1,1,72,4,0
Progressive,Production,Bangalore,0,85,72,4,1
Single Vision,Packed,Durgapur,0,82,24,1,1
Progressive,Packed,Mumbai,1,71,72,3,1
Single Vision,Prescription Verified,Bangalore,1,65,24,5,1
Progressive,Packed,Durgapur,1,97,72,3,1
Progressive,QC,Mumbai,0,46,72,0,1
Progressive,Order Placed,Durgapur,1,8,72,5,0
Progressive,Order Placed,Durgapur,1,67,72,3,1
Progressive,Packed,Durgapur,0,15,72,5,1
Single Vision,Packed,Delhi,0,87,24,0,1
Progressive,Shipped,Kolkata,0,61,72,3,1
Progressive,Packed,Bangalore,1,48,72,2,0
Progressive,Lens Allocated,Durgapur,1,52,72,1,0
Bifocal,QC,Durgapur,0,90,48,5,1
Single Vision,Packed,Bangalore,0,95,24,0,1
Bifocal,Order Placed,Delhi,1,15,48,1,0
Progressive,Packed,Durgapur,1,34,72,3,0
Bifocal,Shipped,Durgapur,1,83,48,2,0
Single Vision,Production,Bangalore,0,38,24,1,1
Progressive,Packed,Bangalore,0,57,72,2,1
Bifocal,Production,Durgapur,0,45,48,2,1
Bifocal,Lens Allocated,Durgapur,0,42,48,5,1
Progressive,QC,Durgapur,0,36,72,5,0
Progressive,QC,Mumbai,0,24,72,5,1
Progressive,Production,Mumbai,0,87,72,5,1
Bifocal,Prescription Verified,Bangalore,0,77,48,4,1
Bifocal,Order Placed,Delhi,1,83,48,5,1
Single Vision,Prescription Verified,Delhi,0,18,24,2,1
Single Vision,QC,Bangalore,1,91,24,4,1
Bifocal,Shipped,Mumbai,0,60,48,1,1
Single Vision,Shipped,Kolkata,1,85,24,3,1
Bifocal,Order Placed,Bangalore,0,1,48,0,1
Progressive,QC,Kolkata,0,37,72,5,1
Bifocal,Prescription Verified,Bangalore,1,36,48,4,0
Progressive,Packed,Delhi,1,44,72,4,0
Progressive,Production,Bangalore,0,97,72,2,1
Bifocal,Packed,Durgapur,0,77,48,2,1
Progressive,Prescription Verified,Durgapur,1,96,72,1,1
Bifocal,Prescription Verified,Bangalore,1,58,48,1,0
Bifocal,QC,Mumbai,0,76,48,0,1
Progressive,QC,Mumbai,0,17,72,4,1
Single Vision,Lens Allocated,Bangalore,0,37,24,3,1
Progressive,Packed,Delhi,1,40,72,2,0
Single Vision,Prescription Verified,Delhi,1,13,24,4,0
Single Vision,Shipped,Delhi,1,13,24,1,1
Progressive,Prescription Verified,Bangalore,0,81,72,4,1
Single Vision,QC,Durgapur,0,32,24,5,1
Progressive,Order Placed,Kolkata,0,78,72,1,1
Single Vision,Shipped,Mumbai,0,45,24,1,1
Bifocal,Production,Kolkata,0,59,48,5,1
Progressive,Order Placed,Durgapur,0,70,72,5,1
Progressive,Shipped,Mumbai,1,88,72,1,1
Bifocal,Lens Allocated,Kolkata,0,52,48,1,1
Single Vision,Order Placed,Delhi,1,71,24,5,1
Single Vision,QC,Delhi,1,4,24,1,0
Bifocal,Prescription Verified,Kolkata,0,49,48,5,0
Single Vision,Production,Mumbai,1,65,24,4,1
Bifocal,Shipped,Mumbai,0,96,48,2,1
Progressive,QC,Mumbai,1,17,72,3,0
Progressive,Prescription Verified,Mumbai,0,56,72,0,1
Bifocal,Production,Bangalore,1,96,48,4,1
Bifocal,Production,Mumbai,0,84,48,5,1
Single Vision,QC,Delhi,1,70,24,5,1
Bifocal,Production,Delhi,1,98,48,4,1
Single Vision,Packed,Durgapur,1,25,24,0,0
Bifocal,Packed,Durgapur,1,40,48,2,0
Progressive,Prescription Verified,Mumbai,1,10,72,2,0
Single Vision,Lens Allocated,Bangalore,1,95,24,3,1
Single Vision,QC,Delhi,1,6,24,0,0
Bifocal,QC,Durgapur,0,97,48,2,1
Bifocal,Production,Mumbai,1,100,48,3,1
Bifocal,Production,Durgapur,0,12,48,4,1
Bifocal,Production,Bangalore,0,53,48,2,0
Bifocal,Order Placed,Bangalore,0,65,48,5,1
Bifocal,Prescription Verified,Kolkata,1,14,48,0,0
Progressive,Production,Bangalore,0,68,72,2,1
Bifocal,Packed,Delhi,1,30,48,1,0
Progressive,Shipped,Bangalore,1,22,72,4,0
Progressive,QC,Mumbai,1,55,72,5,1
